Josh Malihabadi,"aish kī jānib jo maa.il kuchh tabī.at ho ga.ī dil pe ġhussa aa gayā apne se nafrat ho ga.ī 
mujh ko ḳhud apnī tabāhī par taras aatā nahīñ ḳhūgar-e-ġham is qadar ab to tabī.at ho ga.ī 
aa.ī jab stage par duniyā to dil ḳhush ho gayā jab uThā anjām kā parda to nafrat ho ga.ī 
aa ga.iiñ jumbish meñ taslīm-o-razā kī quvvateñ lab mile hī the pa.e shikva ki aafat ho ga.ī 
istilāh-e-bandagī meñ ruuh haiñ tāroñ kī 'josh' chand zarre jin se peshānī kī zīnat ho ga.ī 
aish ki jaanib jo mail kuchh tabiat ho gai dil pe ghussa aa gaya apne se nafrat ho gai 
mujh ko KHud apni tabahi par taras aata nahin KHugar-e-gham is qadar ab to tabiat ho gai 
aai jab stage par duniya to dil KHush ho gaya jab uTha anjam ka parda to nafrat ho gai 
aa gain jumbish mein taslim-o-raza ki quwwaten lab mile hi the pae shikwa ki aafat ho gai 
istilah-e-bandagi mein ruh hain taron ki 'josh' chand zarre jin se peshani ki zinat ho gai "
Josh Malihabadi,"dil-e-āzāda-rau meñ vo tamannā thī bayābāñ kī qadam rakhte hī shaq hone lagī dīvār zindāñ kī 
ḳhudā kī rahmateñ ai mutrib-e-rañgīñ-navā tujh par ki har kāñTe meñ tū ne ruuh dauḌā dī gulistāñ kī 
ye sābit kar diyā tujh ko banā kar dast-e-qudrat ne ki ho saktī haiñ itnī ḳhūbiyāñ sūrat meñ insāñ kī 
nasīm-e-sub.h ThanDī saañs bhartī hai mazāroñ par udāsī muñh-añdhere dekhiye gor-e-ġharībāñ kī 
ye aalam kyā hai ik majmūa hai nāchīz zarroñ kā ye duniyā kyā hai ik tarkīb ajzā-e-pareshāñ kī 
havāoñ ke vo jhoñke vo khule maidān kī sardī vo lahreñ chāñd se ruḳhsār par zulf-e-pareshāñ kī 
hamārī zindagī kyā silsila ik dil dhaḌakne kā hamārī maut kyā jumbish hai ik jazbāt-e-pinhāñ kī 
banā deñgī yaqīñ hai 'josh' mard-e-bā-ḳhudā ik din tapish-andoziyāñ siine meñ barq-e-soz-e-pinhāñ kī 
dil-e-azada-rau mein wo tamanna thi bayaban ki qadam rakhte hi shaq hone lagi diwar zindan ki 
KHuda ki rahmaten ai mutrib-e-rangin-nawa tujh par ki har kanTe mein tu ne ruh dauDa di gulistan ki 
ye sabit kar diya tujh ko bana kar dast-e-qudrat ne ki ho sakti hain itni KHubiyan surat mein insan ki 
nasim-e-subh ThanDi sans bharti hai mazaron par udasi munh-andhere dekhiye gor-e-ghariban ki 
ye aalam kya hai ek majmua hai nachiz zarron ka ye duniya kya hai ek tarkib ajza-e-pareshan ki 
hawaon ke wo jhonke wo khule maidan ki sardi wo lahren chand se ruKHsar par zulf-e-pareshan ki 
hamari zindagi kya silsila ek dil dhaDakne ka hamari maut kya jumbish hai ek jazbaat-e-pinhan ki 
bana dengi yaqin hai 'josh' mard-e-ba-KHuda ek din tapish-andoziyan sine mein barq-e-soz-e-pinhan ki "
Poet,Poetry Text
Ahmad Faraz,"rog aise bhī ġham-e-yār se lag jaate haiñ dar se uThte haiñ to dīvār se lag jaate haiñ 
ishq āġhāz meñ halkī sī ḳhalish rakhtā hai baad meñ saikḌoñ āzār se lag jaate haiñ 
pahle pahle havas ik-ādh dukāñ kholtī hai phir to bāzār ke bāzār se lag jaate haiñ 
bebasī bhī kabhī qurbat kā sabab bantī hai ro na paa.eñ to gale yaar se lag jaate haiñ 
katraneñ ġham kī jo galiyoñ meñ uḌī phirtī haiñ ghar meñ le aao to ambār se lag jaate haiñ 
daaġh dāman ke hoñ dil ke hoñ ki chehre ke 'farāz' kuchh nishāñ umr kī raftār se lag jaate haiñ 
rog aise bhi gham-e-yar se lag jate hain dar se uThte hain to diwar se lag jate hain 
ishq aaghaz mein halki si KHalish rakhta hai baad mein saikDon aazar se lag jate hain 
pahle pahle hawas ik-adh dukan kholti hai phir to bazar ke bazar se lag jate hain 
bebasi bhi kabhi qurbat ka sabab banti hai ro na paen to gale yar se lag jate hain 
katranen gham ki jo galiyon mein uDi phirti hain ghar mein le aao to ambar se lag jate hain 
dagh daman ke hon dil ke hon ki chehre ke 'faraaz' kuchh nishan umr ki raftar se lag jate hain "
Zeb Ghauri,"gahrī raat hai aur tūfān kā shor bahut ghar ke dar-o-dīvār bhī haiñ kamzor bahut 
tere sāmne aate hue ghabrātā huuñ lab pe tirā iqrār hai dil meñ chor bahut 
naqsh koī baaqī rah jaa.e mushkil hai aaj lahū kī ravānī meñ hai zor bahut 
dil ke kisī kone meñ paḌe hoñge ab bhī ek khulā ākāsh patañgeñ Dor bahut 
mujh se bichhaḌ kar hogā samundar bhī bechain raat Dhale to kartā hogā shor bahut 
aa ke kabhī vīrānī-e-dil kā tamāshā kar is jangal meñ naach rahe haiñ mor bahut 
apne basere panchhī lauT na paayā 'zeb' shaam ghaTā bhī uTThī thī ghanghor bahut 
gahri raat hai aur tufan ka shor bahut ghar ke dar-o-diwar bhi hain kamzor bahut 
tere samne aate hue ghabraata hun lab pe tera iqrar hai dil mein chor bahut 
naqsh koi baqi rah jae mushkil hai aaj lahu ki rawani mein hai zor bahut 
dil ke kisi kone mein paDe honge ab bhi ek khula aakash patangen Dor bahut 
mujh se bichhaD kar hoga samundar bhi bechain raat Dhale to karta hoga shor bahut 
aa ke kabhi virani-e-dil ka tamasha kar is jangal mein nach rahe hain mor bahut 
apne basere panchhi lauT na paya 'zeb' sham ghaTa bhi uTThi thi ghanghor bahut "
Kaleem Aajiz,"dhaḌaktā jaatā hai dil muskurāne vāloñ kā uThā nahīñ hai abhī e'tibār nāloñ kā 
ye muḳhtasar sī hai rūdād-e-sub.h-e-mai-ḳhana zamīñ pe Dher thā TuuTe hue piyāloñ kā 
ye ḳhauf hai ki sabā laḌkhaḌā ke gir na paḌe payām le ke chalī hai shikasta-hāloñ kā 
na aa.eñ ahl-e-ḳhirad vādī-e-junūñ kī taraf yahāñ guzar nahīñ dāman bachāne vāloñ kā 
lipaT lipaT ke gale mil rahe the ḳhanjar se baḌe ġhazab kā kaleja thā marne vāloñ kā 
dhaDakta jata hai dil muskurane walon ka uTha nahin hai abhi e'tibar nalon ka 
ye muKHtasar si hai rudad-e-subh-e-mai-KHana zamin pe Dher tha TuTe hue piyalon ka 
ye KHauf hai ki saba laDkhaDa ke gir na paDe payam le ke chali hai shikasta-haalon ka 
na aaen ahl-e-KHirad wadi-e-junun ki taraf yahan guzar nahin daman bachane walon ka 
lipaT lipaT ke gale mil rahe the KHanjar se baDe ghazab ka kaleja tha marne walon ka "
Rais Farogh,"dhuup meñ ham haiñ kabhī ham chhāñv meñ rāste uljhe hue haiñ paañv meñ 
bastiyoñ meñ ham bhī rahte haiñ magar jaise āvāra havā sahrāoñ meñ 
ham ne apnāyā daraḳhtoñ kā chalan ḳhud kabhī baiThe na apnī chhāñv meñ 
kis qadar nādān haiñ ahl-e-jahāñ ham gine jaane lage dānāoñ meñ 
sāmne kuchh der lahrāte rahe phir vo sāhil bah ga.e dariyāoñ meñ 
ik yahī duniyā badaltī hai 'faroġh' kaisī kaisī ajnabī duniyāoñ meñ 
dhup mein hum hain kabhi hum chhanw mein raste uljhe hue hain panw mein 
bastiyon mein hum bhi rahte hain magar jaise aawara hawa sahraon mein 
hum ne apnaya daraKHton ka chalan KHud kabhi baiThe na apni chhanw mein 
kis qadar nadan hain ahl-e-jahan hum gine jaane lage danaon mein 
samne kuchh der lahraate rahe phir wo sahil bah gae dariyaon mein 
ek yahi duniya badalti hai 'farogh' kaisi kaisi ajnabi duniyaon mein "
Zeb Ghauri,"be-karāñ dasht-e-be-sadā mere aa khule bāzuoñ meñ aa mere 
sāf-shaffāf sabz farsh tirā gard-ālūda dast o pā mere 
sarkash o sar-buland baam tirā sar-nigūñ shahpar-e-havā mere 
be-sutūñ ḳhema-e-sabāt tirā mahv-e-sahrā nuqūsh-e-pā mere 
shab-e-hijrāñ ki lā-zavāl tirī ġham ki āmāda-e-fanā mere 
dasht o dariyā sabhī ḳhamosh hue zamzama-sanj o ham-navā mere 
maiñ payambar tirā nahīñ lekin mujh se bhī baat kar ḳhudā mere 
ek ik taarā jāntā hai mujhe haiñ sabhī 'zeb' āshnā mere 
be-karan dasht-e-be-sada mere aa khule bazuon mein aa mere 
saf-shaffaf sabz farsh tera gard-aluda dast o pa mere 
sarkash o sar-buland baam tera sar-nigun shahpar-e-hawa mere 
be-sutun KHema-e-sabaat tera mahw-e-sahra nuqush-e-pa mere 
shab-e-hijran ki la-zawal teri gham ki aamada-e-fana mere 
dasht o dariya sabhi KHamosh hue zamzama-sanj o ham-nawa mere 
main payambar tera nahin lekin mujh se bhi baat kar KHuda mere 
ek ek tara jaanta hai mujhe hain sabhi 'zeb' aashna mere "
Rajinder Manchanda Bani,"chalī Dagar par kabhī na chalne vaalā maiñ na.e anokhe moḌ badalne vaalā maiñ 
tum kyā samjho ajab ajab in bātoñ ko aag kahīñ ho yahāñ huuñ jalne vaalā maiñ 
bahut zarā sī os bhigone ko mere bahut zarā sī āñch, pighalne vaalā maiñ 
bahut zarā sī Thes taḌapne ko mere bahut zarā sī mauj, uchhalne vaalā maiñ 
bahut zarā sā safar bhaTakne ko mere bahut zarā sā hāth, sambhalne vaalā maiñ 
bahut zarā sī sub.h bikasne ko mere bahut zarā sā chāñd, machalne vaalā maiñ 
bahut zarā sī raah nikalne ko mere bahut zarā sī aas, bahalne vaalā maiñ 
chali Dagar par kabhi na chalne wala main nae anokhe moD badalne wala main 
tum kya samjho ajab ajab in baaton ko aag kahin ho yahan hun jalne wala main 
bahut zara si os bhigone ko mere bahut zara si aanch, pighalne wala main 
bahut zara si Thes taDapne ko mere bahut zara si mauj, uchhalne wala main 
bahut zara sa safar bhaTakne ko mere bahut zara sa hath, sambhalne wala main 
bahut zara si subh bikasne ko mere bahut zara sa chand, machalne wala main 
bahut zara si rah nikalne ko mere bahut zara si aas, bahalne wala main "
Rajinder Manchanda Bani,"ajiib ronā sisaknā navāh-e-jāñ meñ hai ye aur kaun mire saath imtihāñ meñ hai 
ye raat guzre to dekhūñ taraf taraf kyā hai abhī to mere liye sab kuchh āsmāñ meñ hai 
kaTegā sar bhī isī kā ki ye ajab kirdār kabhī alag bhī hai shāmil bhī dāstāñ meñ hai 
tamām shahr ko mismār kar rahī hai huā maiñ dekhtā huuñ vo mahfūz kis makāñ meñ hai 
na jaane kis se tirī guftugū rahī 'bānī' ye ek zahr ki ab tak tirī zabāñ meñ hai 
ajib rona sisakna nawah-e-jaan mein hai ye aur kaun mere sath imtihan mein hai 
ye raat guzre to dekhun taraf taraf kya hai abhi to mere liye sab kuchh aasman mein hai 
kaTega sar bhi isi ka ki ye ajab kirdar kabhi alag bhi hai shamil bhi dastan mein hai 
tamam shahr ko mismar kar rahi hai hua main dekhta hun wo mahfuz kis makan mein hai 
na jaane kis se teri guftugu rahi 'bani' ye ek zahr ki ab tak teri zaban mein hai "
Rais Farogh,"galiyoñ meñ āzār bahut haiñ ghar meñ jī ghabrātā hai hañgāme se sannāTe tak apnā haal tamāshā hai 
bojhal āñkheñ kab tak āḳhir niiñd ke vaar bachā.eñgī phir vahī sab kuchh dekhnā hogā sub.h se jo kuchh dekhā hai 
dhuup musāfir chhāñv musāfir aa.e koī koī jaa.e ghar meñ baiThā soch rahā huuñ āñgan hai yā rasta hai 
aadhī umr ke pas-manzar meñ shāna-ba-shāna gām-ba-gām tū hai ki terī parchhā.īñ hai maiñ huuñ ki merā saaya hai 
ham sāhil kī sard havā meñ ḳhvāboñ se uljhe haiñ 'faroġh' aur hamāre naam kā dariyā sahrā sahrā bahtā hai 
galiyon mein aazar bahut hain ghar mein ji ghabraata hai hangame se sannaTe tak apna haal tamasha hai 
bojhal aankhen kab tak aaKHir nind ke war bachaengi phir wahi sab kuchh dekhna hoga subh se jo kuchh dekha hai 
dhup musafir chhanw musafir aae koi koi jae ghar mein baiTha soch raha hun aangan hai ya rasta hai 
aadhi umr ke pas-manzar mein shana-ba-shana gam-ba-gam tu hai ki teri parchhain hai main hun ki mera saya hai 
hum sahil ki sard hawa mein KHwabon se uljhe hain 'farogh' aur hamare nam ka dariya sahra sahra bahta hai "
Rajinder Manchanda Bani,"dosto kyā hai takalluf mujhe sar dene meñ sab se aage huuñ maiñ kuchh apnī ḳhabar dene meñ 
pheñk detā hai udhar phuul vo gaahe gaahe jaane kyā der hai dāman mirā bhar dene meñ 
saikaḌoñ gum-shuda duniyā.eñ dikhā diiñ us ne aa gayā lutf use luqma-e-tar dene meñ 
shā.erī kyā hai ki ik umr gañvā.ī ham ne chand alfāz ko imkān o asar dene meñ 
baat ik aa.ī hai dil meñ na batā.ūñ us ko aib kyā hai magar iz.hār hī kar dene meñ 
use ma.alūm thā ik mauj mire sar meñ hai vo jhijhaktā thā mujhe hukm-e-safar dene meñ 
maiñ nadī paar karūñ soch rahā huuñ 'bānī' mauj masrūf hai paanī ko bhañvar dene meñ 
dosto kya hai takalluf mujhe sar dene mein sab se aage hun main kuchh apni KHabar dene mein 
phenk deta hai udhar phul wo gahe gahe jaane kya der hai daman mera bhar dene mein 
saikaDon gum-shuda duniyaen dikha din us ne aa gaya lutf use luqma-e-tar dene mein 
shaeri kya hai ki ek umr ganwai hum ne chand alfaz ko imkan o asar dene mein 
baat ek aai hai dil mein na bataun us ko aib kya hai magar izhaar hi kar dene mein 
use malum tha ek mauj mere sar mein hai wo jhijhakta tha mujhe hukm-e-safar dene mein 
main nadi par karun soch raha hun 'bani' mauj masruf hai pani ko bhanwar dene mein "
Gulshan Bayabani,"dil meñ jab sho.ala-e-ehsās machal jaatā hai mom kī tarah se patthar bhī pighal jaatā hai 
kaise kah duuñ ki ye sūraj hai ujāloñ kā amiiñ shaam hote hī añdheroñ meñ jo Dhal jaatā hai 
chand qatroñ kī mire dost haqīqat kyā hai zarf vaalā to samundar bhī nigal jaatā hai 
kyā zarūrī hai ki sho.aloñ ko havā dī jaa.e jis ko jalnā hai vo phūloñ se bhī jal jaatā hai 
ye siyāsat kā hai bāzār yahāñ par yaaro khoTā sikka bhī khare dāmoñ meñ chal jaatā hai 
vaqt ke saath badal jaate haiñ chehre 'gulshan' log kahte haiñ ki ā.īna badal jaatā hai 
dil mein jab shoala-e-ehsas machal jata hai mom ki tarah se patthar bhi pighal jata hai 
kaise kah dun ki ye suraj hai ujalon ka amin sham hote hi andheron mein jo Dhal jata hai 
chand qatron ki mere dost haqiqat kya hai zarf wala to samundar bhi nigal jata hai 
kya zaruri hai ki shoalon ko hawa di jae jis ko jalna hai wo phulon se bhi jal jata hai 
ye siyasat ka hai bazar yahan par yaro khoTa sikka bhi khare damon mein chal jata hai 
waqt ke sath badal jate hain chehre 'gulshan' log kahte hain ki aaina badal jata hai "
Poet,Poetry Text
Bashir Badr,"ḳhudā ham ko aisī ḳhudā.ī na de ki apne sivā kuchh dikhā.ī na de 
ḳhatā-vār samjhegī duniyā tujhe ab itnī ziyāda safā.ī na de 
hañso aaj itnā ki is shor meñ sadā siskiyoñ kī sunā.ī na de 
ġhulāmī ko barkat samajhne lageñ asīroñ ko aisī rihā.ī na de 
ḳhudā aise ehsās kā naam hai rahe sāmne aur dikhā.ī na de 
KHuda hum ko aisi KHudai na de ki apne siwa kuchh dikhai na de 
KHata-war samjhegi duniya tujhe ab itni ziyaada safai na de 
hanso aaj itna ki is shor mein sada siskiyon ki sunai na de 
ghulami ko barkat samajhne lagen asiron ko aisi rihai na de 
KHuda aise ehsas ka nam hai rahe samne aur dikhai na de "
Lala Madhav Ram Jauhar,"aa gayā dil jo kahīñ aur hī sūrat hogī log dekheñge tamāshā jo mohabbat hogī 
dil-lagī tark-e-mohabbat nahīñ taqsīr muaaf hote hote mire qaabū meñ tabī.at hogī 
un ke aane kī ḳhabar sun ke to ye haal huā jab vo ā.eñge to phir kyā mirī hālat hogī 
TukḌe kar Daale koī us ke to maiñ bhī ḳhush huuñ dil na hogā na mirī jaan mohabbat hogī 
vo chhupāyā kareñ is baat se kyā hotā hai aap sar chaḌh ke pukāregī jo ulfat hogī 
ye na farmāo shab-e-hijr kaTegī kyūñkar tum ko kyā kaam jo hogī mirī hālat hogī 
maar Daalā mujhe be-maut baḌā kaam kiyā ḳhuub tārīf tirī ai shab-e-furqat hogī 
ai dil-e-zār maza dekh liyā ulfat kā ham na kahte the ki is kaam meñ zillat hogī 
ye bhī kuchh baat hai phir vasl na ho ai 'jauhar' rañj rāhat se huā rañj se rāhat hogī 
aa gaya dil jo kahin aur hi surat hogi log dekhenge tamasha jo mohabbat hogi 
dil-lagi tark-e-mohabbat nahin taqsir muaf hote hote mere qabu mein tabiat hogi 
un ke aane ki KHabar sun ke to ye haal hua jab wo aaenge to phir kya meri haalat hogi 
TukDe kar Dale koi us ke to main bhi KHush hun dil na hoga na meri jaan mohabbat hogi 
wo chhupaya karen is baat se kya hota hai aap sar chaDh ke pukaregi jo ulfat hogi 
ye na farmao shab-e-hijr kaTegi kyunkar tum ko kya kaam jo hogi meri haalat hogi 
mar Dala mujhe be-maut baDa kaam kiya KHub tarif teri ai shab-e-furqat hogi 
ai dil-e-zar maza dekh liya ulfat ka hum na kahte the ki is kaam mein zillat hogi 
ye bhi kuchh baat hai phir wasl na ho ai 'jauhar' ranj rahat se hua ranj se rahat hogi "
Bashir Badr,"hañsī ma.asūm sī bachchoñ kī copy meñ ibārat sī hiran kī piiTh par baiThe parinde kī sharārat sī 
vo jaise sardiyoñ meñ garm kapḌe de faqīroñ ko laboñ pe muskurāhaT thī magar kaisī hiqārat sī 
udāsī pat-jhaḌoñ kī shaam oḌhe rāsta taktī pahāḌī par hazāroñ saal kī koī imārat sī 
sajā.e bāzuoñ par baazū vo maidāñ meñ tanhā thā chamaktī thī ye bastī dhuup meñ tārāj o ġhārat sī 
merī āñkhoñ mere hoñToñ pe ye kaisī tamāzat hai kabūtar ke paroñ kī reshmī ujlī harārat sī 
khilā de phuul mere baaġh meñ paiġhambaroñ jaisā raqam ho jis kī peshānī pe ik aayat bashārat sī 
hansi masum si bachchon ki copy mein ibarat si hiran ki piTh par baiThe parinde ki shararat si 
wo jaise sardiyon mein garm kapDe de faqiron ko labon pe muskurahaT thi magar kaisi hiqarat si 
udasi pat-jhaDon ki sham oDhe rasta takti pahaDi par hazaron sal ki koi imarat si 
sajae bazuon par bazu wo maidan mein tanha tha chamakti thi ye basti dhup mein taraj o ghaarat si 
meri aankhon mere honTon pe ye kaisi tamazat hai kabutar ke paron ki reshmi ujli hararat si 
khila de phul mere bagh mein paighambaron jaisa raqam ho jis ki peshani pe ek aayat bashaarat si "
Arzoo Lakhnavi,"aañkh se dil meñ aane vaalā dil se nahīñ ab jaane vaalā 
ghar ko phūñk ke jaane vaalā phir ke nahīñ hai aane vaalā 
dost to hai nādān hai lekin be-samjhe samjhāne vaalā 
aañsū poñchh ke hañs detā hai aag meñ aag lagāne vaalā 
hai jo koī to dhyān usī kā aane vaalā jaane vaalā 
husn kī bastī meñ hai yaaro koī taras bhī khāne vaalā 
Daal rahā hai kaam meñ mushkil mushkil meñ kaam aane vaalā 
dī thī tasallī ye kis dil se chup na huā chillāne vaalā 
ḳhvāb ke parde meñ aatā hai sotā pā ke jagāne vaalā 
ik din parda ḳhud ulTegā chhup-chhup ke tarsāne vaalā 
'ārzū' in ke aage hai chup kyuuñ tum sā bāteñ banāne vaalā 
aankh se dil mein aane wala dil se nahin ab jaane wala 
ghar ko phunk ke jaane wala phir ke nahin hai aane wala 
dost to hai nadan hai lekin be-samjhe samjhane wala 
aansu ponchh ke hans deta hai aag mein aag lagane wala 
hai jo koi to dhyan usi ka aane wala jaane wala 
husn ki basti mein hai yaro koi taras bhi khane wala 
Dal raha hai kaam mein mushkil mushkil mein kaam aane wala 
di thi tasalli ye kis dil se chup na hua chillane wala 
KHwab ke parde mein aata hai sota pa ke jagane wala 
ek din parda KHud ulTega chhup-chhup ke tarsane wala 
'arzu' in ke aage hai chup kyun tum sa baaten banane wala "
Arzoo Lakhnavi,"aaj be-āp ho ga.e ham bhī aap ko pā ke kho ga.e ham bhī 
daane kam the dukhoñ kī simran meñ thoḌe motī piro ga.e ham bhī 
der se the vo jis ke ghere meñ usī jhurmuT meñ kho ga.e ham bhī 
jā kai DhūñDā kahāñ kahāñ na tumheñ jab na paayā to kho ga.e ham bhī 
naam jiine kā jāgnā rakh kar aaj be niiñd so ga.e ham bhī 
ro.eñge gar to jag-hañsā.ī ho karte kyā chup se ho ga.e ham bhī 
haa.e re 'ārzū' kī be-āsī aap be-bas the ro ga.e ham bhī 
aaj be-ap ho gae hum bhi aap ko pa ke kho gae hum bhi 
dane kam the dukhon ki simran mein thoDe moti piro gae hum bhi 
der se the wo jis ke ghere mein usi jhurmuT mein kho gae hum bhi 
ja kai DhunDa kahan kahan na tumhein jab na paya to kho gae hum bhi 
nam jine ka jagna rakh kar aaj be nind so gae hum bhi 
roenge gar to jag-hansai ho karte kya chup se ho gae hum bhi 
hae re 'arzu' ki be-asi aap be-bas the ro gae hum bhi "
Arzoo Lakhnavi,"avval-e-shab vo bazm kī raunaq sham.a bhī thī parvāna bhī raat ke āḳhir hote hote ḳhatm thā ye afsāna bhī 
qaid ko toḌ ke niklā jab maiñ uTh ke bagūle saath hue dasht-e-adam tak jañgal jañgal bhaag chalā vīrāna bhī 
haath se kis ne sāġhar paTkā mausam kī be-kaifī par itnā barsā TuuT ke bādal Duub chalā mai-ḳhāna bhī 
ek lagī ke do haiñ asar aur donoñ hasb-e-marātib haiñ lau jo lagā.e sham.a khaḌī hai raqs meñ hai parvāna bhī 
donoñ jaulāñ-gāh-e-junūñ haiñ bastī kyā vīrāna hai uTh ke chalā jab koī bagūlā dauḌ paḌā vīrāna bhī 
ġhunche chup haiñ gul haiñ havā par kis se kahiye jī kā haal ḳhāk-nashīñ ik sabza hai so apnā bhī begāna bhī 
husn o ishq kī laag meñ aksar chheḌ udhar se hotī hai sham.a kā sho.ala jab lahrāyā uḌ ke chalā parvāna bhī 
ḳhuun hī kī shirkat vo na kyuuñ ho shirkat chiiz hai jhagḌe kī apnoñ se vo dekh rahā huuñ jo na kare begānā bhī 
daur-e-masarrat 'ārzū' apnā kaisā zalzala-āgīñ thā haath se muñh tak aate aate chhūT paḌā paimāna bhī 
awwal-e-shab wo bazm ki raunaq shama bhi thi parwana bhi raat ke aaKHir hote hote KHatm tha ye afsana bhi 
qaid ko toD ke nikla jab main uTh ke bagule sath hue dasht-e-adam tak jangal jangal bhag chala virana bhi 
hath se kis ne saghar paTka mausam ki be-kaifi par itna barsa TuT ke baadal Dub chala mai-KHana bhi 
ek lagi ke do hain asar aur donon hasb-e-maraatib hain lau jo lagae shama khaDi hai raqs mein hai parwana bhi 
donon jaulan-gah-e-junun hain basti kya virana hai uTh ke chala jab koi bagula dauD paDa virana bhi 
ghunche chup hain gul hain hawa par kis se kahiye ji ka haal KHak-nashin ek sabza hai so apna bhi begana bhi 
husn o ishq ki lag mein aksar chheD udhar se hoti hai shama ka shoala jab lahraya uD ke chala parwana bhi 
KHun hi ki shirkat wo na kyun ho shirkat chiz hai jhagDe ki apnon se wo dekh raha hun jo na kare begana bhi 
daur-e-masarrat 'arzu' apna kaisa zalzala-agin tha hath se munh tak aate aate chhuT paDa paimana bhi "
